RefseqId,GeneId,Chrom,TxStart,TxEnd,Strand,TotalReads,Rpkm
NM_021433,Stx6,chr1,155158702,155203517,+,205,10.6736
NM_021466,Taf1a,chr1,183388884,183410206,+,53,2.83561
NM_021467,Tnni1,chr1,135799420,135810989,+,0,0
NM_021511,Rrs1,chr1,9545407,9547455,+,43,2.68814
NM_021537,Stk25,chr1,93620750,93635727,-,547,21.5221
NM_021541,Cryba2,chr1,74889943,74893135,-,0,0
NM_021600,Chrnd,chr1,87190596,87200070,+,0,0
NM_021605,Nek7,chr1,138484713,138619696,-,615,23.3924
NM_021607,Ncstn,chr1,172066012,172082749,-,684,30.6735
NM_021610,Gpa33,chr1,166130459,166166510,+,0,0
NM_022018,Fam129a,chr1,151571372,151719347,+,40,1.30013
NM_022019,Dusp10,chr1,184034460,184075636,+,1,0.0472089
NM_022312,Tnr,chr1,159523768,159924922,+,0,0
NM_022320,Gpr35,chr1,92978902,92986391,+,14,0.423442
NM_022327,Ralb,chr1,119470304,119504782,-,259,14.563
NM_022329,Tor1aip2,chr1,156040860,156053736,+,117,5.79481
NM_022417,Itm2c,chr1,85894509,85908698,+,932,58.9548
NM_022563,Ddr2,chr1,169972306,170088944,-,31,0.478764
NM_022721,Fzd5,chr1,64730557,64737750,-,75,1.38882
NM_022881,Rgs18,chr1,144752840,144775421,-,0,0
NM_022988,Nif3l1,chr1,58447632,58462276,+,92,5.59298
NM_023041,Pex19,chr1,172126754,172136497,+,228,9.32322
NM_023046,Asb1,chr1,91541079,91559590,+,0,0
NM_023136,Dtymk,chr1,93800494,93801934,-,29,5.68589
NM_023141,Tor3a,chr1,156653616,156674339,-,88,3.44758
NM_023173,Dusp12,chr1,170874187,170885540,-,24,2.23634
NM_023200,Ppp1r7,chr1,93343644,93367618,+,147,5.15207
NM_023268,Qsox1,chr1,155778154,155812899,-,17,0.872353
NM_023284,Nuf2,chr1,169497933,169531464,-,2,0.10647
NM_023314,Eif4e2,chr1,87213913,87240488,+,102,3.84771
NM_023341,Adck3,chr1,180165237,180196020,-,20,0.636019
NM_023343,Ilkap,chr1,91375830,91398783,-,115,10.7628
NM_023505,Glrx2,chr1,143739614,143749678,+,10,0.367693
NM_023514,Mrps9,chr1,42851232,42905683,+,101,9.11282
NM_023523,Pecr,chr1,72259172,72284314,-,3,0.324128
NM_023617,Aox3,chr1,58113135,58200452,+,0,0
NM_023631,Aox4,chr1,58210396,58268596,+,9,0.231753
NM_023645,Kdelc1,chr1,44106545,44118773,-,57,3.14017
NM_023727,Rd3,chr1,191977372,191988282,+,0,0
NM_023732,Abcb6,chr1,75171640,75180283,-,217,9.47244
NM_023735,Actr3,chr1,125392904,125435727,-,24,1.11899
NM_023755,Tfcp2l1,chr1,118627944,118685168,+,7924,109.441
NM_023872,Kcnq5,chr1,21398402,21961942,-,0,0
NM_023884,Ralgps2,chr1,156804165,156939626,-,350,6.46433
NM_024197,Ndufa10,chr1,92439718,92473758,-,230,24.3565
NM_024264,Cyp27a1,chr1,74713573,74737890,+,0,0
NM_024282,Desi2,chr1,178187416,178252597,+,158,4.80153
NM_024283,1500015O10Rik,chr1,43730601,43742564,+,0,0
NM_024458,Pdc,chr1,150319416,150333906,+,0,0
NM_025283,Mob4,chr1,55131244,55154899,+,368,16.6721
NM_025300,Mrpl15,chr1,4773199,4785726,-,55,3.6752
NM_025303,Stau2,chr1,16228809,16519302,-,58,2.56947
NM_025321,Sdhc,chr1,171129156,171150603,-,160,17.3748
NM_025386,Fbxo36,chr1,84839840,84900486,+,6,0.853538
NM_025388,Ufc1,chr1,171288563,171294982,-,219,29.0858
NM_025424,Nenf,chr1,191306796,191318118,-,46,8.95047
NM_025439,Tmem9,chr1,136018000,136035030,+,15,1.31538
NM_025453,Tm4sf20,chr1,82756648,82768456,-,0,0
NM_025454,Ing5,chr1,93803964,93822100,+,268,7.56109
NM_025470,Mptx1,chr1,174330517,174332877,+,0,0
NM_025474,Mrps14,chr1,160195259,160201186,+,91,5.91411
NM_025505,Blzf1,chr1,164289799,164307484,-,0,0
NM_025511,Cox20,chr1,178319152,178322693,+,58,16.5754
NM_025557,Pcp4l1,chr1,171173263,171196268,-,0,0
NM_025569,Mgst3,chr1,167372383,167393797,-,10,2.01623
NM_025580,Pnkd,chr1,74285033,74287453,+,22,4.43571
NM_025597,Ndufb3,chr1,58586598,58595948,+,97,23.3439
NM_025677,Tsen15,chr1,152370735,152386682,-,18,2.03582
NM_025683,Rpe,chr1,66700892,66719805,+,222,10.8072
NM_025728,Spag16,chr1,69951614,70725132,+,0,0
NM_025746,4933415F23Rik,chr1,23100473,23102253,-,0,0
NM_025773,Ube2w,chr1,16568673,16619338,-,155,6.32401
NM_025784,Bcs1l,chr1,74588360,74592443,+,44,3.08002
NM_025819,Swt1,chr1,151367698,151428435,-,103,3.59519
NM_025824,Bzw1,chr1,58393135,58406548,+,786,35.5214
NM_025860,Ddx18,chr1,121553834,121567980,-,66,3.75724
NM_025864,Tmem206,chr1,191325964,191352925,+,28,0.852726
NM_025867,Serpinb11,chr1,107362313,107380475,+,0,0
NM_025920,Thap4,chr1,93705390,93754838,-,183,10.847
NM_025964,Mettl21a,chr1,64606479,64617168,-,61,2.92943
NM_026024,Ube2t,chr1,134962564,134974179,+,3,0.339004
NM_026041,Rrp15,chr1,186721086,186749358,-,21,2.21835
NM_026078,Pigc,chr1,161969187,161973435,+,123,4.77061
NM_026123,Unc50,chr1,37430171,37439124,+,118,10.6994
NM_026171,Nvl,chr1,181093422,181144157,-,197,8.2425
NM_026187,Ankzf1,chr1,75192159,75199385,+,101,4.72455
NM_026195,Atic,chr1,71557155,71579403,+,536,26.2828
NM_026234,Pigm,chr1,172376530,172384099,+,237,4.00889
NM_026241,Ankrd39,chr1,36538172,36547201,-,51,3.65597
NM_026250,Gin1,chr1,97770178,97792971,+,43,2.69736
NM_026321,Fam174a,chr1,95313627,95335284,+,54,3.28128
NM_026367,Gpatch2,chr1,187215510,187351429,+,321,9.03448
NM_026369,Arpc5,chr1,152766541,152775580,+,638,43.0593
NM_026375,Ahctf1,chr1,179744903,179804015,-,612,8.87269
NM_026380,Rgs8,chr1,153653036,153697665,+,2,0.0441181
NM_026390,Ubxn4,chr1,128244180,128279377,+,486,15.2023
NM_026392,Tmem70,chr1,16665190,16678275,+,0,0
NM_026424,Coq10b,chr1,55052769,55072702,+,23,1.86021
NM_026430,Uxs1,chr1,43750230,43827708,-,31,3.14248
NM_026454,Ube2f,chr1,91250318,91286025,+,67,6.29351
NM_026456,Tceb1,chr1,16642764,16656865,-,90,12.0657
NM_026472,Mki67ip,chr1,118321842,118333831,+,181,12.2352
NM_026493,Cspp1,chr1,10038217,10136768,+,187,5.49879
NM_026500,Ddx59,chr1,136415270,136440220,+,60,3.44786
NM_026503,1110058L19Rik,chr1,23995938,24005640,-,58,11.1331
NM_026604,Fam135a,chr1,24010757,24100341,-,246,4.87019
NM_026626,Efcab2,chr1,178405880,178483249,+,37,1.86648
NM_026680,Golt1a,chr1,133309822,133323026,+,37,2.57173
NM_026683,Acbd6,chr1,155558119,155572287,+,23,2.96845
NM_026713,Mogat1,chr1,78511059,78538173,+,5,0.530807
NM_026719,Lmbrd1,chr1,24678543,24766301,+,173,4.10781
NM_026725,Dusp23,chr1,172630768,172632974,-,2,0.180707
NM_026796,Smyd2,chr1,189880491,189922288,-,48,3.82895
NM_026823,Arl8a,chr1,135146833,135156268,+,102,7.67281
NM_026846,Zfand2b,chr1,75168734,75171626,+,33,3.41553
NM_026850,Pdcl3,chr1,38987813,38997236,+,208,15.6098
NM_026866,Disp1,chr1,183086263,183221529,-,86,2.18899
NM_026876,Trmt1l,chr1,151428647,151458183,+,235,11.2898
NM_026895,Tatdn3,chr1,191045829,191062932,-,5,0.517087
NM_026913,Mitd1,chr1,37878889,37890411,-,103,10.73
NM_026976,Faim3,chr1,130865776,130880790,+,0,0
NM_026977,Cnppd1,chr1,75135214,75142368,-,314,14.6828
NM_027010,Crygf,chr1,65926521,65928304,+,0,0
NM_027029,Spata3,chr1,86021941,86024669,+,0,0
NM_027033,Ppp1r42,chr1,9995062,10009130,-,0,0
NM_027057,Wdfy1,chr1,79726402,79761769,-,4,0.714258
NM_027070,1700019A02Rik,chr1,53158576,53187617,-,0,0
NM_027077,1700016C15Rik,chr1,177729813,177753305,+,0,0
NM_027084,Prss56,chr1,87183492,87188404,+,0,0
NM_027098,Mrpl30,chr1,37890552,37898333,+,101,18.7136
NM_027111,Lyg1,chr1,37946737,37957759,-,0,0
NM_027154,Tmbim1,chr1,74288246,74304336,-,572,31.7166
NM_027159,Ccdc115,chr1,34436669,34439672,-,93,6.98349
NM_027188,Smyd3,chr1,178955038,179518003,-,41,1.39571
NM_027279,Mettl18,chr1,163994944,163997244,+,17,1.49281
NM_027300,Spata3,chr1,86021941,86029958,+,0,0
NM_027351,Ppil3,chr1,58430992,58445486,-,57,8.10861
