RefseqId,GeneId,Chrom,TxStart,TxEnd,Strand,TotalReads,Rpkm
NM_021383,Rqcd1,chr1,74506059,74530842,+,182,5.67766
NM_021400,Prg4,chr1,150449411,150466165,-,0,0
NM_021408,Ush2a,chr1,188262837,188965039,+,0,0
NM_021421,Angel2,chr1,190928504,190946491,+,173,5.45704
NM_021433,Stx6,chr1,155158702,155203517,+,277,11.4772
NM_021466,Taf1a,chr1,183388884,183410206,+,29,1.23472
NM_021467,Tnni1,chr1,135799420,135810989,+,0,0
NM_021511,Rrs1,chr1,9545407,9547455,+,52,2.58695
NM_021537,Stk25,chr1,93620750,93635727,-,673,21.0723
NM_021541,Cryba2,chr1,74889943,74893135,-,0,0
NM_021600,Chrnd,chr1,87190596,87200070,+,0,0
NM_021605,Nek7,chr1,138484713,138619696,-,1004,30.3902
NM_021607,Ncstn,chr1,172066012,172082749,-,608,21.6976
NM_021610,Gpa33,chr1,166130459,166166510,+,2,0.0888669
NM_022018,Fam129a,chr1,151571372,151719347,+,69,1.78475
NM_022019,Dusp10,chr1,184034460,184075636,+,3,0.112706
NM_022312,Tnr,chr1,159523768,159924922,+,0,0
NM_022320,Gpr35,chr1,92978902,92986391,+,5,0.120347
NM_022327,Ralb,chr1,119470304,119504782,-,356,15.9295
NM_022329,Tor1aip2,chr1,156040860,156053736,+,393,15.4898
NM_022417,Itm2c,chr1,85894509,85908698,+,1617,81.3979
NM_022563,Ddr2,chr1,169972306,170088944,-,104,1.27818
NM_022721,Fzd5,chr1,64730557,64737750,-,354,5.2166
NM_022881,Rgs18,chr1,144752840,144775421,-,0,0
NM_022988,Nif3l1,chr1,58447632,58462276,+,127,6.14411
NM_023041,Pex19,chr1,172126754,172136497,+,385,12.5283
NM_023046,Asb1,chr1,91541079,91559590,+,0,0
NM_023136,Dtymk,chr1,93800494,93801934,-,18,2.80849
NM_023141,Tor3a,chr1,156653616,156674339,-,159,4.95711
NM_023173,Dusp12,chr1,170874187,170885540,-,65,4.81993
NM_023200,Ppp1r7,chr1,93343644,93367618,+,210,5.85711
NM_023268,Qsox1,chr1,155778154,155812899,-,37,1.51093
NM_023284,Nuf2,chr1,169497933,169531464,-,7,0.296549
NM_023314,Eif4e2,chr1,87213913,87240488,+,85,2.55165
NM_023341,Adck3,chr1,180165237,180196020,-,16,0.404911
NM_023343,Ilkap,chr1,91375830,91398783,-,142,10.5759
NM_023505,Glrx2,chr1,143739614,143749678,+,10,0.292607
NM_023514,Mrps9,chr1,42851232,42905683,+,186,13.355
NM_023523,Pecr,chr1,72259172,72284314,-,5,0.429898
NM_023617,Aox3,chr1,58113135,58200452,+,0,0
NM_023631,Aox4,chr1,58210396,58268596,+,13,0.266395
NM_023645,Kdelc1,chr1,44106545,44118773,-,77,3.37574
NM_023727,Rd3,chr1,191977372,191988282,+,0,0
NM_023732,Abcb6,chr1,75171640,75180283,-,208,7.22545
NM_023735,Actr3,chr1,125392904,125435727,-,13,0.482344
NM_023755,Tfcp2l1,chr1,118627944,118685168,+,9736,107.008
NM_023872,Kcnq5,chr1,21398402,21961942,-,0,0
NM_023884,Ralgps2,chr1,156804165,156939626,-,414,6.08493
NM_024197,Ndufa10,chr1,92439718,92473758,-,367,30.9281
NM_024264,Cyp27a1,chr1,74713573,74737890,+,6,0.323447
NM_024282,Desi2,chr1,178187416,178252597,+,256,6.19102
NM_024283,1500015O10Rik,chr1,43730601,43742564,+,1,0.114736
NM_024458,Pdc,chr1,150319416,150333906,+,0,0
NM_025283,Mob4,chr1,55131244,55154899,+,720,25.9582
NM_025300,Mrpl15,chr1,4773199,4785726,-,98,5.21128
NM_025303,Stau2,chr1,16228809,16519302,-,133,4.68886
NM_025321,Sdhc,chr1,171129156,171150603,-,267,23.0734
NM_025386,Fbxo36,chr1,84839840,84900486,+,9,1.01886
NM_025388,Ufc1,chr1,171288563,171294982,-,388,41.008
NM_025424,Nenf,chr1,191306796,191318118,-,68,10.5292
NM_025439,Tmem9,chr1,136018000,136035030,+,22,1.53527
NM_025453,Tm4sf20,chr1,82756648,82768456,-,0,0
NM_025454,Ing5,chr1,93803964,93822100,+,356,7.99281
NM_025470,Mptx1,chr1,174330517,174332877,+,0,0
NM_025474,Mrps14,chr1,160195259,160201186,+,133,6.87859
NM_025505,Blzf1,chr1,164289799,164307484,-,0,0
NM_025511,Cox20,chr1,178319152,178322693,+,89,20.2407
NM_025557,Pcp4l1,chr1,171173263,171196268,-,0,0
NM_025569,Mgst3,chr1,167372383,167393797,-,12,1.9254
NM_025580,Pnkd,chr1,74285033,74287453,+,50,8.02251
NM_025597,Ndufb3,chr1,58586598,58595948,+,161,30.8339
NM_025677,Tsen15,chr1,152370735,152386682,-,21,1.89011
NM_025683,Rpe,chr1,66700892,66719805,+,365,14.1401
NM_025728,Spag16,chr1,69951614,70725132,+,0,0
NM_025746,4933415F23Rik,chr1,23100473,23102253,-,0,0
NM_025773,Ube2w,chr1,16568673,16619338,-,184,5.97419
NM_025784,Bcs1l,chr1,74588360,74592443,+,51,2.84099
NM_025819,Swt1,chr1,151367698,151428435,-,126,3.4999
NM_025824,Bzw1,chr1,58393135,58406548,+,1418,50.9969
NM_025860,Ddx18,chr1,121553834,121567980,-,68,3.08059
NM_025864,Tmem206,chr1,191325964,191352925,+,24,0.581651
NM_025867,Serpinb11,chr1,107362313,107380475,+,0,0
NM_025920,Thap4,chr1,93705390,93754838,-,223,10.5188
NM_025964,Mettl21a,chr1,64606479,64617168,-,77,2.94269
NM_026024,Ube2t,chr1,134962564,134974179,+,1,0.0899257
NM_026041,Rrp15,chr1,186721086,186749358,-,35,2.94225
NM_026078,Pigc,chr1,161969187,161973435,+,195,6.0187
NM_026123,Unc50,chr1,37430171,37439124,+,198,14.2871
NM_026171,Nvl,chr1,181093422,181144157,-,223,7.42501
NM_026187,Ankzf1,chr1,75192159,75199385,+,89,3.31306
NM_026195,Atic,chr1,71557155,71579403,+,826,32.232
NM_026234,Pigm,chr1,172376530,172384099,+,359,4.83248
NM_026241,Ankrd39,chr1,36538172,36547201,-,65,3.70805
NM_026250,Gin1,chr1,97770178,97792971,+,62,3.09501
NM_026321,Fam174a,chr1,95313627,95335284,+,59,2.853
NM_026367,Gpatch2,chr1,187215510,187351429,+,311,6.9656
NM_026369,Arpc5,chr1,152766541,152775580,+,1110,59.6169
NM_026375,Ahctf1,chr1,179744903,179804015,-,831,9.58749
NM_026380,Rgs8,chr1,153653036,153697665,+,0,0
NM_026390,Ubxn4,chr1,128244180,128279377,+,662,16.479
NM_026392,Tmem70,chr1,16665190,16678275,+,172,10.118
NM_026424,Coq10b,chr1,55052769,55072702,+,59,3.79739
NM_026430,Uxs1,chr1,43750230,43827708,-,36,2.90411
NM_026454,Ube2f,chr1,91250318,91286025,+,112,8.37213
NM_026456,Tceb1,chr1,16642764,16656865,-,167,17.8167
NM_026472,Mki67ip,chr1,118321842,118333831,+,413,22.2169
NM_026493,Cspp1,chr1,10038217,10136768,+,193,4.5163
NM_026500,Ddx59,chr1,136415270,136440220,+,82,3.74984
NM_026503,1110058L19Rik,chr1,23995938,24005640,-,111,16.9555
NM_026604,Fam135a,chr1,24010757,24100341,-,257,4.04897
NM_026626,Efcab2,chr1,178405880,178483249,+,57,2.28822
NM_026680,Golt1a,chr1,133309822,133323026,+,28,1.54875
NM_026683,Acbd6,chr1,155558119,155572287,+,36,3.69747
NM_026713,Mogat1,chr1,78511059,78538173,+,42,3.54826
NM_026719,Lmbrd1,chr1,24678543,24766301,+,229,4.32713
NM_026725,Dusp23,chr1,172630768,172632974,-,2,0.143805
NM_026796,Smyd2,chr1,189880491,189922288,-,47,2.98357
NM_026823,Arl8a,chr1,135146833,135156268,+,94,5.62707
NM_026846,Zfand2b,chr1,75168734,75171626,+,95,7.8247
NM_026850,Pdcl3,chr1,38987813,38997236,+,317,18.9319
NM_026866,Disp1,chr1,183086263,183221529,-,86,1.74198
NM_026876,Trmt1l,chr1,151428647,151458183,+,264,10.093
NM_026895,Tatdn3,chr1,191045829,191062932,-,10,0.822987
NM_026913,Mitd1,chr1,37878889,37890411,-,175,14.5077
NM_026976,Faim3,chr1,130865776,130880790,+,0,0
NM_026977,Cnppd1,chr1,75135214,75142368,-,397,14.7731
NM_027010,Crygf,chr1,65926521,65928304,+,0,0
NM_027029,Spata3,chr1,86021941,86024669,+,0,0
NM_027033,Ppp1r42,chr1,9995062,10009130,-,0,0
NM_027057,Wdfy1,chr1,79726402,79761769,-,4,0.568401
NM_027070,1700019A02Rik,chr1,53158576,53187617,-,0,0
NM_027077,1700016C15Rik,chr1,177729813,177753305,+,0,0
NM_027084,Prss56,chr1,87183492,87188404,+,0,0
NM_027098,Mrpl30,chr1,37890552,37898333,+,194,28.6047
NM_027111,Lyg1,chr1,37946737,37957759,-,0,0
NM_027154,Tmbim1,chr1,74288246,74304336,-,675,29.7847
NM_027159,Ccdc115,chr1,34436669,34439672,-,135,8.06721
NM_027188,Smyd3,chr1,178955038,179518003,-,45,1.21905
NM_027279,Mettl18,chr1,163994944,163997244,+,8,0.559044
NM_027300,Spata3,chr1,86021941,86029958,+,0,0
NM_027351,Ppil3,chr1,58430992,58445486,-,96,10.8678
