bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
630	NM_001110504	chr19	-	5988544	6015825	5989360	6014467	22	5988544,5989991,5990337,5991538,5991855,5992349,5993873,5994020,5994559,5994678,5996778,5997690,6007251,6007499,6008675,6009086,6011014,6011296,6013588,6013995,6014200,6015735,	5989387,5990050,5990454,5991617,5991924,5992414,5993931,5994086,5994599,5994887,5996790,5997866,6007412,6007574,6008761,6009170,6011183,6011430,6013707,6014065,6014468,6015825,	0	Capn1	cmpl	cmpl	0,1,1,0,0,1,0,0,2,0,0,1,2,2,0,0,2,0,1,0,0,-1,
651	NM_134139	chr19	+	8735838	8740624	8735841	8740578	11	8735838,8735986,8736175,8737653,8737847,8738152,8739265,8739446,8739818,8740095,8740401,	8735905,8736093,8736297,8737729,8737994,8738254,8739366,8739502,8739964,8740152,8740624,	0	Wdr74	cmpl	cmpl	0,1,0,2,0,0,0,2,1,0,0,
665	NM_001362450	chr19	+	10525243	10547735	10535255	10540843	11	10525243,10525951,10531780,10532130,10532819,10533292,10535103,10536798,10539619,10540680,10545691,	10525327,10526060,10531999,10532196,10532923,10533465,10535518,10536917,10539788,10540848,10547735,	0	Cpsf7	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,2,1,2,-1,
911	NM_001362410	chr19	-	42758080	42778646	42759178	42778238	17	42758080,42759705,42760363,42760509,42761011,42762095,42762392,42763794,42765912,42766129,42766709,42767117,42769605,42770753,42771116,42778121,42778553,	42759307,42759850,42760429,42760644,42761073,42762275,42762560,42763844,42765982,42766216,42766833,42767278,42769714,42770896,42771254,42778283,42778646,	0	Hps1	cmpl	cmpl	0,2,2,2,0,0,0,1,0,0,2,0,2,0,0,0,-1,
926	NR_105831	chr19	+	44808405	44808529	44808529	44808529	1	44808405,	44808529,	0	Mir6405	unk	unk	-1,
848	NM_009890	chr19	-	34473783	34475148	34474229	34475126	1	34473783,	34475148,	0	Ch25h	cmpl	cmpl	0,
992	NM_172429	chr19	-	53379213	53390634	53380463	53389422	6	53379213,53381240,53383556,53384453,53389302,53390415,	53380601,53381394,53383718,53384596,53389422,53390634,	0	Smndc1	cmpl	cmpl	0,2,2,0,0,-1,
129	NM_001327998	chr19	-	58795749	58943672	58799360	58943458	13	58795749,58800812,58804465,58805400,58806025,58809449,58820999,58822063,58825250,58827555,58828252,58931889,58943455,	58799998,58800916,58804724,58805505,58806112,58809621,58821116,58822168,58825437,58827680,58828338,58931983,58943672,	0	Hspa12a	cmpl	cmpl	1,2,1,1,1,0,0,0,2,0,1,0,0,
126	NM_001331150	chr19	+	55741809	55933655	55742341	55927736	15	55741809,55742775,55743072,55755013,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55925976,55927729,55931433,	55742530,55742842,55743197,55755082,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55926049,55927754,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,0,1,2,2,2,0,0,1,2,-1,
126	NM_001331149	chr19	+	55741809	55933655	55742341	55931513	14	55741809,55742775,55743072,55755013,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55924529,55931433,	55742530,55742842,55743197,55755082,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55924580,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,0,1,2,2,2,0,0,1,1,
675	NM_146936	chr19	-	11828076	11829024	11828076	11829024	1	11828076,	11829024,	0	Olfr1417	cmpl	cmpl	0,
116	NM_001286465	chr19	+	45363733	45533343	45363838	45527425	15	45363733,45423132,45456532,45471014,45502931,45507683,45512644,45513386,45514007,45515857,45517014,45518808,45519441,45527263,45528990,	45363886,45423240,45456610,45471104,45503163,45507870,45512741,45513524,45514126,45516107,45517133,45518919,45519520,45527456,45533343,	0	Btrc	cmpl	cmpl	0,0,0,0,0,1,2,0,0,2,0,2,2,0,-1,
661	NM_010239	chr19	+	9982645	9985111	9982869	9984942	4	9982645,9984180,9984559,9984780,	9982983,9984327,9984685,9985111,	0	Fth1	cmpl	cmpl	0,0,0,0,
897	NM_028319	chr19	+	40894704	40917947	40911628	40916065	5	40894704,40897083,40908058,40911032,40911497,	40894790,40897165,40908203,40911109,40917947,	0	Zfp518a	cmpl	cmpl	-1,-1,-1,-1,0,
630	NM_001164057	chr19	-	5941104	5964206	5941498	5963904	18	5941104,5941995,5942349,5943222,5943554,5946469,5947703,5948401,5950445,5951141,5951630,5953064,5953690,5956007,5958817,5959032,5961090,5963825,	5941552,5942122,5942409,5943329,5943663,5946543,5947742,5948526,5950488,5951204,5951786,5953153,5953884,5956114,5958875,5959124,5961215,5964206,	0	Pola2	cmpl	cmpl	0,2,2,0,2,0,0,1,0,0,0,1,2,0,2,0,1,0,
812	NM_177721	chr19	-	29808107	29812974	29809632	29812950	1	29808107,	29812974,	0	Ranbp6	cmpl	cmpl	0,
805	NM_028922	chr19	+	28963919	28966801	28964000	28964879	1	28963919,	28966801,	0	Plpp6	cmpl	cmpl	0,
99	NM_001166414	chr19	-	27761720	28011166	27768454	27900895	19	27761720,27770628,27786613,27793610,27800116,27802381,27806187,27806792,27813577,27815484,27826032,27830610,27837406,27849710,27867512,27900778,27923207,27982853,28010971,	27768693,27770671,27786767,27793819,27800266,27802479,27806342,27806908,27813690,27815606,27826152,27830792,27837481,27849969,27867610,27900903,27923266,27982946,28011166,	0	Rfx3	cmpl	cmpl	1,0,2,0,0,1,2,0,1,2,2,0,0,2,0,0,-1,-1,-1,
890	NM_010001	chr19	+	39992423	40012243	39992439	40011908	9	39992423,39993724,39994050,39994449,39995711,40000417,40001820,40009814,40011726,	39992607,39993887,39994200,39994610,39995888,40000559,40002008,40009956,40012243,	0	Cyp2c37	cmpl	cmpl	0,0,1,1,0,0,1,0,1,
928	NR_040294	chr19	-	44972116	44984550	44984550	44984550	3	44972116,44973002,44984474,	44972371,44973281,44984550,	0	4930414N06Rik	unk	unk	-1,-1,-1,
629	NR_131212	chr19	-	5824709	5845478	5845478	5845478	1	5824709,	5845478,	0	Neat1	unk	unk	-1,
616	NM_021485	chr19	-	4156791	4163383	4157009	4163245	15	4156791,4157481,4157681,4157878,4158065,4158609,4158828,4159002,4159226,4159402,4161067,4162259,4162602,4162821,4163167,	4157199,4157594,4157789,4157956,4158128,4158717,4158919,4159093,4159327,4159460,4161215,4162328,4162723,4162862,4163383,	0	Rps6kb2	cmpl	cmpl	2,0,0,0,0,0,2,1,2,1,0,0,2,0,0,
631	NM_001164709	chr19	+	6047144	6053718	6047933	6052657	16	6047144,6047916,6048274,6048454,6048694,6049149,6049770,6049991,6050169,6050324,6050521,6050940,6051154,6051392,6052327,6052547,	6047330,6048065,6048367,6048607,6048743,6049253,6049897,6050091,6050235,6050441,6050685,6051069,6051310,6051579,6052479,6053718,	0	Syvn1	cmpl	cmpl	-1,0,0,0,0,1,0,1,2,2,2,1,1,1,2,1,
81	NM_008060	chr19	+	8898056	8916742	8898121	8915734	25	8898056,8902263,8902521,8904934,8907214,8907850,8908677,8908920,8909090,8909432,8910465,8910707,8911034,8911276,8911595,8911863,8912473,8912710,8914300,8914541,8914701,8914924,8915157,8915403,8915624,	8898159,8902368,8902630,8905062,8907394,8907916,8908747,8909008,8909187,8909613,8910619,8910943,8911161,8911356,8911739,8911960,8912575,8912954,8914365,8914618,8914776,8915038,8915270,8915504,8916742,	0	Ganab	cmpl	cmpl	0,2,2,0,2,2,2,0,1,2,0,1,0,1,0,0,1,1,2,1,0,0,0,2,1,
870	NM_008245	chr19	+	37434840	37440731	37434869	37439805	4	37434840,37437188,37437566,37439583,	37435233,37437367,37437617,37440731,	0	Hhex	cmpl	cmpl	0,1,0,0,
875	NM_001159487	chr19	-	38116619	38125321	38116871	38125068	6	38116619,38118271,38124028,38124295,38124518,38124954,	38116909,38118484,38124135,38124432,38124647,38125321,	0	Rbp4	cmpl	cmpl	1,1,2,0,0,0,
851	NR_035473	chr19	+	34965395	34965469	34965469	34965469	1	34965395,	34965469,	0	Mir1950	unk	unk	-1,
81	NM_001286518	chr19	+	8989283	9076926	9000099	9045701	7	8989283,8999661,9000099,9000675,9037158,9045624,9076575,	8989429,8999772,9000256,9000863,9037258,9045716,9076926,	0	Ahnak	cmpl	cmpl	-1,-1,0,1,0,1,-1,
106	NM_172838	chr19	-	34668400	34747328	34670630	34690753	7	34668400,34672435,34674806,34677283,34680287,34690643,34747065,	34670893,34672695,34675386,34677427,34680391,34690891,34747328,	0	Slc16a12	cmpl	cmpl	1,2,1,1,2,0,-1,
668	NM_009580	chr19	-	10914295	10920601	10914322	10920575	12	10914295,10914623,10914828,10916190,10916433,10916717,10917636,10917896,10918468,10918701,10919379,10920403,	10914453,10914731,10914910,10916335,10916623,10916845,10917734,10918084,10918612,10919065,10919501,10920601,	0	Zp1	cmpl	cmpl	1,1,0,2,1,2,0,1,1,0,1,0,
632	NM_001377075	chr19	+	6184344	6224230	6195679	6223566	6	6184344,6195663,6206217,6221672,6222647,6223520,	6184582,6195780,6206263,6221745,6222756,6224230,	0	Majin	cmpl	cmpl	-1,0,2,0,1,2,
632	NM_001377074	chr19	+	6184344	6224230	6211630	6223566	10	6184344,6206217,6211603,6212127,6212996,6213298,6215145,6221672,6222647,6223520,	6184582,6206263,6211679,6212253,6213028,6213396,6215209,6221745,6222756,6224230,	0	Majin	cmpl	cmpl	-1,-1,0,1,1,0,2,0,1,2,
117	NM_001377070	chr19	-	46885389	46937368	46888817	46937305	17	46885389,46889769,46890068,46890245,46891508,46892234,46892504,46893518,46894520,46896507,46897575,46898621,46898802,46903877,46904974,46924261,46937291,	46889051,46889946,46890129,46890297,46891679,46892301,46892612,46893560,46894604,46896561,46897669,46898679,46898894,46903973,46905092,46924335,46937368,	0	Nt5c2	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,2,1,2,2,1,2,0,
117	NM_001377069	chr19	-	46885389	46961882	46888817	46950946	18	46885389,46889769,46890068,46890245,46891508,46892234,46892504,46893518,46894520,46896507,46897575,46898621,46898802,46903877,46904974,46924261,46950845,46961587,	46889051,46889946,46890129,46890297,46891679,46892301,46892612,46893560,46894604,46896561,46897669,46898679,46898894,46903973,46905092,46924335,46950965,46961882,	0	Nt5c2	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,2,1,2,2,1,2,0,-1,
117	NM_001377068	chr19	-	46885389	46962563	46888817	46950946	18	46885389,46889769,46890068,46890245,46891508,46892234,46892504,46893518,46894520,46896507,46897575,46898621,46898802,46903877,46904974,46924261,46950845,46962403,	46889051,46889946,46890129,46890297,46891679,46892301,46892612,46893560,46894604,46896561,46897669,46898679,46898894,46903973,46905092,46924335,46950965,46962563,	0	Nt5c2	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,2,1,2,2,1,2,0,-1,
117	NM_001377066	chr19	-	46885389	47015174	46888817	46950946	18	46885389,46889769,46890068,46890245,46891508,46892234,46892504,46893518,46894520,46896507,46897575,46898621,46898802,46903877,46904974,46924261,46950845,47014799,	46889051,46889946,46890129,46890297,46891679,46892301,46892612,46893560,46894604,46896561,46897669,46898679,46898894,46903973,46905092,46924335,46950965,47015174,	0	Nt5c2	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,2,1,2,2,1,2,0,-1,
652	NM_133759	chr19	+	8802512	8804846	8803024	8804581	2	8802512,8802973,	8802531,8804846,	0	Zbtb3	cmpl	cmpl	-1,0,
626	NM_001253832	chr19	+	5460606	5465052	5460693	5464994	10	5460606,5460960,5461389,5462531,5463170,5463603,5463786,5464128,5464333,5464924,	5460778,5461159,5461516,5462632,5463325,5463712,5463850,5464215,5464431,5465052,	0	Fibp	cmpl	cmpl	0,1,2,0,2,1,2,0,0,2,
666	NM_021453	chr19	-	10668956	10678071	10669108	10677971	9	10668956,10669354,10669527,10671787,10673637,10674826,10675043,10676624,10677918,	10669261,10669453,10669672,10671904,10673837,10674945,10675161,10676784,10678071,	0	Pga5	cmpl	cmpl	0,0,2,2,0,1,0,2,0,
116	NM_013907	chr19	-	45578256	45660193	45578805	45660029	9	45578256,45579120,45579652,45591728,45630864,45635734,45636262,45640425,45659775,	45578925,45579262,45579793,45591794,45630959,45635867,45636448,45640521,45660193,	0	Fbxw4	cmpl	cmpl	0,2,2,2,0,2,2,2,0,
111	NM_001167875	chr19	+	40089678	40113955	40089699	40113615	8	40089678,40090220,40090545,40090944,40096716,40097954,40111275,40113433,	40089867,40090383,40090695,40091105,40096858,40098142,40111417,40113955,	0	Cyp2c50	cmpl	cmpl	0,0,1,1,0,1,0,1,
615	NM_133666	chr19	-	4007498	4012755	4007578	4012622	10	4007498,4007769,4008047,4008342,4008593,4009343,4009825,4011101,4011345,4012550,	4007665,4007915,4008129,4008509,4008806,4009533,4010009,4011272,4011428,4012755,	0	Ndufv1	cmpl	cmpl	0,1,0,1,1,0,2,2,0,0,
1033	NM_011128	chr19	+	58759722	58777534	58759788	58777481	12	58759722,58760352,58761565,58762249,58763328,58764727,58766261,58768563,58771333,58774069,58775137,58777417,	58759876,58760507,58761691,58762384,58763440,58764847,58766381,58768682,58771463,58774181,58775305,58777534,	0	Pnliprp2	cmpl	cmpl	0,1,0,0,0,1,1,1,0,1,2,2,
109	NM_020278	chr19	+	38264686	38308939	38264882	38306455	8	38264686,38265574,38283969,38284141,38297928,38300707,38301160,38305619,	38265097,38265646,38284041,38284213,38298000,38300877,38301325,38308939,	0	Lgi1	cmpl	cmpl	0,2,2,2,2,2,1,1,
126	NM_008733	chr19	-	56320040	56390038	56320194	56389877	42	56320040,56320884,56321722,56323887,56327194,56328500,56328995,56335025,56336042,56336481,56338036,56340518,56342138,56344011,56344660,56345459,56347128,56350288,56351431,56354119,56355481,56357290,56361111,56361653,56363925,56364301,56365391,56366374,56371822,56372806,56374363,56378054,56379059,56379815,56380205,56381499,56382259,56384058,56385984,56388748,56389389,56389805,	56320302,56321016,56322034,56323995,56327299,56328599,56329100,56335337,56336150,56336586,56338135,56340623,56342336,56344125,56344768,56345564,56347227,56350393,56351743,56354227,56355586,56357389,56361216,56361851,56364027,56364409,56365496,56366473,56371927,56372914,56374468,56378171,56379164,56379917,56380313,56381604,56382364,56384163,56386083,56388836,56389484,56390038,	0	Nrap	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
616	NM_016666	chr19	-	4113755	4125858	4114590	4121434	7	4113755,4115080,4115319,4115981,4118086,4121335,4125729,	4114796,4115222,4115496,4116170,4118266,4121545,4125858,	0	Aip	cmpl	cmpl	1,0,0,0,0,0,-1,
1020	NM_001103178	chr19	-	57032732	57119024	57037223	57083549	20	57032732,57039406,57040486,57041909,57042996,57043795,57044880,57046924,57049461,57051129,57059084,57061252,57063765,57068090,57068859,57073854,57077413,57079812,57083515,57118751,	57037337,57039487,57040564,57041975,57043061,57043898,57044972,57047065,57049509,57051234,57059204,57061382,57063801,57068246,57068937,57073902,57077497,57079871,57083603,57119024,	0	Ablim1	cmpl	cmpl	0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,
1020	NM_001347459	chr19	-	57032732	57119024	57037223	57083549	16	57032732,57039406,57040486,57041909,57042996,57043795,57044880,57046924,57049461,57061252,57063765,57068090,57068859,57079812,57083515,57118751,	57037337,57039487,57040564,57041975,57043061,57043898,57044972,57047065,57049509,57061382,57063801,57068246,57068937,57079871,57083603,57119024,	0	Ablim1	cmpl	cmpl	0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,-1,
633	NM_001110791	chr19	+	6363689	6378038	6364087	6375995	13	6363689,6365663,6368363,6371266,6371617,6372024,6372300,6372517,6373572,6374009,6374548,6374718,6375657,	6364118,6365792,6368439,6371419,6371707,6372208,6372416,6372625,6373753,6374283,6374608,6374898,6378038,	0	Sf1	cmpl	cmpl	0,1,1,2,2,2,0,2,2,0,1,1,1,
631	NM_001190436	chr19	+	6057946	6059524	6058250	6059474	4	6057946,6058427,6059143,6059348,	6058325,6058572,6059199,6059524,	0	Fau	cmpl	cmpl	0,0,1,0,
83	NM_015735	chr19	+	10605596	10629828	10605705	10629162	27	10605596,10606844,10607792,10608250,10610701,10611643,10612872,10614107,10614851,10615487,10619048,10619219,10621540,10621820,10622061,10622289,10623338,10623526,10624723,10625166,10625895,10626591,10627125,10627488,10627761,10628424,10629078,	10605766,10606993,10607909,10608472,10610816,10611741,10613031,10614191,10614968,10615590,10619124,10619328,10621719,10621984,10622169,10622497,10623434,10623638,10624847,10625331,10625990,10626762,10627235,10627658,10627864,10628548,10629828,	0	Ddb1	cmpl	cmpl	0,1,0,0,0,1,0,0,0,0,1,2,0,2,1,1,2,2,0,1,1,0,0,2,1,2,0,
706	NM_177420	chr19	-	15905122	15925059	15906045	15924923	9	15905122,15906929,15909300,15914863,15917076,15918205,15919454,15920935,15924863,	15906151,15907067,15909429,15915033,15917249,15918411,15919524,15920996,15925059,	0	Psat1	cmpl	cmpl	2,2,2,0,1,2,1,0,0,
996	NM_001168492	chr19	+	53903350	53929861	53907512	53929143	13	53903350,53907448,53909111,53910927,53912811,53919614,53921217,53922016,53926205,53926534,53927193,53929082,53929716,	53903488,53907555,53909414,53911022,53912925,53919836,53921315,53922131,53926313,53926645,53927333,53929192,53929861,	0	Pdcd4	cmpl	cmpl	-1,0,1,1,0,0,0,2,0,0,0,2,-1,
849	NM_001005858	chr19	+	34607956	34613401	34607993	34612637	2	34607956,34611430,	34607998,34613401,	0	Ifit3b	cmpl	cmpl	0,2,
901	NM_001326287	chr19	+	41525251	41526961	41525339	41526311	1	41525251,	41526961,	0	Morf4l1b	cmpl	cmpl	0,
1038	NR_002863	chr19	-	59425103	59458635	59458635	59458635	4	59425103,59429999,59432802,59458100,	59429261,59430099,59433032,59458635,	0	Emx2os	unk	unk	-1,-1,-1,-1,
686	NM_001011841	chr19	-	13313359	13314283	13313359	13314283	1	13313359,	13314283,	0	Olfr1465	cmpl	cmpl	0,
685	NM_001011840	chr19	+	13234251	13235184	13234251	13235184	1	13234251,	13235184,	0	Olfr1463	cmpl	cmpl	0,
652	NM_025463	chr19	+	8888882	8890759	8888925	8890520	4	8888882,8889123,8890002,8890410,	8888964,8889248,8890100,8890759,	0	1810009A15Rik	cmpl	cmpl	0,0,2,1,
667	NM_009852	chr19	-	10789338	10830058	10790172	10829856	13	10789338,10790568,10790915,10791381,10792827,10794141,10794563,10796325,10797675,10798315,10799193,10800343,10829807,	10790243,10790670,10791170,10791453,10792944,10794237,10794704,10796388,10797978,10798627,10799541,10800412,10830058,	0	Cd6	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,0,
76	NM_008513	chr19	-	3584824	3686564	3585029	3686442	23	3584824,3586382,3590973,3591615,3593515,3597243,3600672,3602234,3604001,3605285,3610038,3612197,3614225,3615652,3620014,3622509,3628272,3630073,3647527,3649403,3652132,3659243,3686354,	3585291,3586480,3591113,3591852,3593626,3597480,3600798,3602444,3604192,3605494,3610238,3612521,3614410,3615879,3620304,3622726,3628444,3630470,3647659,3649600,3652330,3659640,3686564,	0	Lrp5	cmpl	cmpl	2,0,1,1,1,1,1,1,2,0,1,1,2,0,1,0,2,1,1,2,2,1,0,
665	NR_126092	chr19	-	10570477	10577386	10577386	10577386	5	10570477,10571528,10574836,10575239,10577083,	10571268,10571604,10574935,10575511,10577386,	0	Tmem138	unk	unk	-1,-1,-1,-1,-1,
918	NM_145156	chr19	-	43663800	43674881	43664125	43674766	4	43663800,43665771,43666914,43674475,	43664643,43665828,43667143,43674881,	0	Slc25a28	cmpl	cmpl	1,1,0,0,
928	NM_145503	chr19	+	45015175	45027104	45021428	45026485	5	45015175,45021386,45023541,45024718,45025801,	45015323,45021836,45024204,45024979,45027104,	0	Lzts2	cmpl	cmpl	-1,0,0,0,0,
615	NM_011533	chr19	+	3992751	3999512	3996644	3999248	8	3992751,3996528,3996873,3997274,3997804,3998181,3998469,3998958,	3992957,3996796,3996975,3997446,3997960,3998249,3998564,3999512,	0	Tbx10	cmpl	cmpl	-1,0,2,2,0,0,2,1,
775	NR_034047	chr19	-	24942235	24942291	24942291	24942291	1	24942235,	24942291,	0	Snora19	unk	unk	-1,
637	NM_008431	chr19	-	6925661	6934515	6925982	6932891	7	6925661,6927090,6927617,6927993,6928281,6932702,6934347,	6926375,6927230,6927804,6928154,6928408,6932968,6934515,	0	Kcnk4	cmpl	cmpl	0,1,0,1,0,0,-1,
1033	NM_026208	chr19	-	58785802	58794414	58785995	58794398	6	58785802,58786213,58787534,58789078,58792735,58794380,	58786126,58786311,58787721,58789297,58792796,58794414,	0	1700019N19Rik	cmpl	cmpl	1,2,1,1,0,0,
80	NM_001271487	chr19	-	7425894	7483291	7427829	7483083	8	7425894,7429750,7430985,7431965,7432451,7434930,7467810,7482938,	7427875,7429809,7431032,7432035,7432590,7435138,7467867,7483291,	0	Rtn3	cmpl	cmpl	2,0,1,0,2,1,1,0,
654	NM_011681	chr19	-	9083641	9087956	9083763	9087901	3	9083641,9085187,9087846,	9083811,9085375,9087956,	0	Scgb1a1	cmpl	cmpl	0,1,0,
615	NM_021791	chr19	+	4003384	4007005	4003570	4006849	11	4003384,4003510,4003944,4004095,4004322,4004512,4004762,4006109,4006357,4006551,4006718,	4003401,4003814,4004024,4004167,4004432,4004648,4004816,4006267,4006439,4006648,4007005,	0	Doc2g	cmpl	cmpl	-1,0,1,0,0,2,0,0,2,0,1,
653	NM_009643	chr19	+	8989283	9019196	9000099	9018324	5	8989283,8999661,9000099,9000675,9001698,	8989429,8999772,9000256,9000863,9019196,	0	Ahnak	cmpl	cmpl	-1,-1,0,1,0,
809	NM_021396	chr19	+	29410918	29472927	29422383	29454577	6	29410918,29422370,29437229,29445918,29454464,29470515,	29411141,29422438,29437535,29446188,29454600,29472927,	0	Pdcd1lg2	cmpl	cmpl	-1,0,1,1,1,-1,
746	NR_126458	chr19	+	21104709	21105538	21105538	21105538	2	21104709,21104992,	21104752,21105538,	0	4930554I06Rik	unk	unk	-1,-1,
79	NM_007522	chr19	+	6941860	6951905	6942322	6951524	4	6941860,6942866,6950639,6951398,	6942440,6943046,6950830,6951905,	0	Bad	cmpl	cmpl	0,1,1,0,
897	NM_001365054	chr19	-	40928926	40994221	40929172	40994058	17	40928926,40934426,40936272,40937650,40939366,40940171,40943301,40944126,40945486,40950953,40952350,40959698,40962344,40964242,40968498,40972585,40994011,	40929292,40934582,40936356,40937718,40939398,40940256,40943344,40944154,40945556,40951025,40952432,40959862,40962501,40964283,40968548,40972651,40994221,	0	Blnk	cmpl	cmpl	0,0,0,1,2,1,0,2,1,1,0,1,0,1,2,2,0,
793	NR_167733	chr19	+	27344748	27356409	27356409	27356409	4	27344748,27347276,27350259,27356251,	27345527,27347545,27350310,27356409,	0	Gm35554	unk	unk	-1,-1,-1,-1,
627	NM_178637	chr19	-	5603013	5610094	5603417	5610029	14	5603013,5603633,5603829,5605371,5605542,5607550,5607715,5608254,5608637,5608801,5609235,5609462,5609851,5610017,	5603552,5603715,5603989,5605465,5605683,5607640,5607964,5608329,5608712,5608957,5609372,5609531,5609918,5610094,	0	Kat5	cmpl	cmpl	0,2,1,0,0,0,0,0,0,0,1,1,0,0,
666	NM_001361959	chr19	+	10688734	10714628	10711329	10713234	4	10688734,10706209,10711270,10712523,	10688809,10706308,10711353,10714628,	0	Vps37c	cmpl	cmpl	-1,-1,0,0,
666	NM_001361960	chr19	+	10688734	10714628	10706215	10712738	5	10688734,10706209,10710269,10711270,10712594,	10688979,10706308,10710441,10711353,10714628,	0	Vps37c	cmpl	cmpl	-1,0,0,1,0,
651	NM_001161413	chr19	-	8706881	8723369	8707722	8723095	10	8706881,8708193,8709004,8709229,8709549,8709714,8711833,8712729,8713341,8722983,	8708094,8708277,8709145,8709410,8709608,8709783,8711928,8712903,8713752,8723369,	0	Slc3a2	cmpl	cmpl	0,0,0,2,0,0,1,1,1,0,
928	NM_001178013	chr19	+	45047575	45056383	45049106	45054701	10	45047575,45049106,45049743,45050227,45050649,45050875,45052095,45053699,45054301,45054604,	45047890,45049267,45049914,45050326,45050725,45050961,45052183,45053719,45054349,45056383,	0	Sfxn3	cmpl	cmpl	-1,0,2,2,2,0,2,0,2,2,
1027	NR_049196	chr19	+	58051166	58051236	58051236	58051236	1	58051166,	58051236,	0	Mir5623	unk	unk	-1,
1052	NM_009970	chr19	-	61224401	61228418	61225003	61227365	12	61224401,61225132,61225323,61225522,61225791,61225927,61226214,61226524,61226805,61227029,61227271,61228338,	61225033,61225214,61225420,61225652,61225821,61226055,61226384,61226654,61226926,61227184,61227365,61228418,	0	Csf2ra	cmpl	cmpl	0,2,1,0,0,1,2,1,0,1,0,-1,
675	NR_105960	chr19	+	11923727	11923800	11923800	11923800	1	11923727,	11923800,	0	Mir6994	unk	unk	-1,
949	NR_106165	chr19	-	47755021	47755157	47755157	47755157	1	47755021,	47755157,	0	Mir8090	unk	unk	-1,
625	NM_030109	chr19	-	5273920	5295455	5274455	5295394	21	5273920,5274791,5275063,5279268,5279469,5279841,5283642,5283857,5284574,5286188,5286576,5286810,5287068,5287534,5287909,5288303,5291304,5293079,5294298,5295040,5295261,	5274527,5274977,5275163,5279370,5279612,5279949,5283750,5283947,5284724,5286416,5286657,5286948,5287284,5287626,5288006,5288413,5291422,5293319,5294376,5295087,5295455,	0	Sf3b2	cmpl	cmpl	0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,
1015	NM_007611	chr19	+	56397128	56442343	56404415	56441095	7	56397128,56404415,56433241,56433801,56436226,56436718,56440865,	56397317,56404525,56433378,56433930,56436402,56436848,56442343,	0	Casp7	cmpl	cmpl	-1,0,2,1,1,0,1,
127	NM_001362446	chr19	-	57032732	57274668	57037223	57155258	21	57032732,57039406,57040486,57041909,57042996,57043795,57044880,57049461,57051129,57061252,57063765,57068090,57068859,57079812,57083515,57132861,57134581,57152272,57155151,57173324,57274174,	57037337,57039487,57040564,57041975,57043061,57043898,57044972,57049509,57051234,57061382,57063801,57068246,57068937,57079871,57083603,57132955,57134708,57152382,57155335,57173459,57274668,	0	Ablim1	cmpl	cmpl	0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,2,0,-1,-1,
116	NM_009771	chr19	+	45363733	45533343	45363838	45527425	14	45363733,45456532,45471014,45502931,45507683,45512644,45513386,45514007,45515857,45517014,45518808,45519441,45527263,45528972,	45363886,45456610,45471104,45503163,45507870,45512741,45513524,45514126,45516107,45517133,45518919,45519520,45527456,45533343,	0	Btrc	cmpl	cmpl	0,0,0,0,1,2,0,0,2,0,2,2,0,-1,
1033	NM_018874	chr19	+	58728886	58744169	58729124	58744128	13	58728886,58729124,58729976,58730474,58732023,58733355,58734642,58734872,58736990,58738145,58740445,58741088,58744046,	58729042,58729173,58730131,58730600,58732158,58733464,58734762,58734992,58737109,58738275,58740554,58741256,58744169,	0	Pnliprp1	cmpl	cmpl	-1,0,1,0,0,0,1,1,1,0,1,2,2,
727	NM_001377053	chr19	+	18670758	18707201	18670999	18704060	7	18670758,18677687,18679103,18690229,18691416,18693648,18704019,	18671202,18677883,18679267,18690370,18691595,18693762,18707201,	0	Carnmt1	cmpl	cmpl	0,2,0,2,2,1,1,
638	NM_001356999	chr19	-	6987910	6992518	6987996	6992301	6	6987910,6988188,6989422,6989680,6990717,6992158,	6988108,6988275,6989587,6989865,6990811,6992518,	0	Dnajc4	cmpl	cmpl	2,2,2,0,2,0,
